brand_id,date,num
1,2017-09-14,27
1,2017-09-15,13
1,2017-09-19,61
1,2017-09-20,12
1,2017-09-21,18
1,2017-09-22,14
1,2017-09-25,81
1,2017-09-26,9
1,2017-09-27,28
1,2017-09-28,11
1,2017-09-29,18
1,2017-10-02,79
1,2017-10-03,20
1,2017-10-04,40
1,2017-10-05,34
1,2017-10-06,9
1,2017-10-10,104
1,2017-10-11,19
1,2017-10-12,11
1,2017-10-13,12
1,2017-10-16,112
1,2017-10-17,16
1,2017-10-18,33
1,2017-10-19,22
1,2017-10-20,17
1,2017-10-23,84
1,2017-10-24,8
1,2017-10-25,9
1,2017-10-26,13
1,2017-10-27,105
1,2017-10-30,83
1,2017-10-31,9
1,2017-11-01,19
1,2017-11-02,8
1,2017-11-06,145
1,2017-11-07,19
1,2017-11-08,24
1,2017-11-09,16
1,2017-11-10,20
1,2017-11-13,73
1,2017-11-14,18
1,2017-11-15,47
1,2017-11-16,14
1,2017-11-17,21
1,2017-11-20,162
1,2017-11-21,27
1,2017-11-22,49
1,2017-11-24,24
1,2017-11-27,125
1,2017-11-28,19
1,2017-11-29,42
1,2017-11-30,39
1,2017-12-01,27
1,2017-12-04,168
1,2017-12-05,15
1,2017-12-06,41
1,2017-12-07,12
1,2017-12-08,19
1,2017-12-09,37
1,2017-12-11,132
1,2017-12-12,38
1,2017-12-13,54
1,2017-12-14,22
1,2017-12-15,19
1,2017-12-18,111
1,2017-12-19,24
1,2017-12-20,31
1,2017-12-21,13
1,2017-12-22,22
1,2017-12-23,6
1,2017-12-25,79
1,2017-12-26,26
1,2017-12-27,6
1,2017-12-28,5
1,2018-01-10,30
1,2018-01-11,26
1,2018-01-12,17
1,2018-01-15,114
1,2018-01-16,17
1,2018-01-17,27
1,2018-01-18,15
1,2018-01-19,22
1,2018-01-22,92
1,2018-01-23,15
1,2018-01-24,36
1,2018-01-25,9
1,2018-01-26,18
1,2018-01-29,105
1,2018-01-30,9
1,2018-01-31,30
1,2018-02-01,5
1,2018-02-02,27
1,2018-02-05,119
1,2018-02-06,17
1,2018-02-07,25
1,2018-02-08,11
1,2018-02-09,22
1,2018-02-13,64
1,2018-02-14,27
1,2018-02-15,14
1,2018-02-16,7
1,2018-02-19,89
1,2018-02-20,11
1,2018-02-21,24
1,2018-02-22,19
1,2018-02-23,27
1,2018-02-26,63
1,2018-02-27,8
1,2018-02-28,26
1,2018-03-01,10
1,2018-03-02,19
1,2018-03-05,95
1,2018-03-06,14
1,2018-03-07,22
1,2018-03-08,12
1,2018-03-09,17
1,2018-03-12,64
1,2018-03-13,18
1,2018-03-14,30
1,2018-03-15,31
1,2018-03-16,10
1,2018-03-19,66
1,2018-03-20,8
1,2018-03-22,23
1,2018-03-23,14
1,2018-03-26,57
1,2018-03-27,12
1,2018-03-28,23
1,2018-03-29,9
1,2018-03-30,3
1,2018-04-02,103
1,2018-04-03,19
1,2018-04-04,30
1,2018-04-05,31
1,2018-04-06,19
1,2018-04-09,102
1,2018-04-10,14
1,2018-04-11,25
1,2018-04-12,12
1,2018-04-13,9
1,2018-04-16,112
1,2018-04-17,23
1,2018-04-18,49
1,2018-04-19,24
1,2018-04-20,4
1,2018-04-23,119
1,2018-04-24,8
1,2018-04-25,24
1,2018-04-26,10
1,2018-04-27,8
1,2018-05-01,37
1,2018-05-02,14
1,2018-05-07,47
1,2018-05-08,17
1,2018-05-09,31
1,2018-05-10,20
1,2018-05-11,9
1,2018-05-14,129
1,2018-05-15,26
1,2018-05-16,15
1,2018-05-17,14
1,2018-05-18,6
1,2018-05-21,71
1,2018-05-22,12
1,2018-05-23,39
1,2018-05-24,21
1,2018-05-25,9
1,2018-05-28,101
1,2018-05-29,14
1,2018-05-30,17
1,2018-05-31,17
1,2018-06-01,3
1,2018-06-04,87
1,2018-06-05,21
1,2018-06-06,29
1,2018-06-07,26
1,2018-06-08,12
1,2018-06-11,64
1,2018-06-12,9
1,2018-06-13,32
1,2018-06-14,12
1,2018-06-15,25
1,2018-06-18,65
1,2018-06-19,3
1,2018-06-20,12
1,2018-06-21,15
1,2018-06-22,18
1,2018-06-25,80
1,2018-06-26,10
1,2018-06-27,27
1,2018-06-28,6
1,2018-06-29,12
1,2018-07-02,111
1,2018-07-03,30
1,2018-07-04,31
1,2018-07-05,10
1,2018-07-06,43
1,2018-07-09,100
1,2018-07-10,14
1,2018-07-11,23
1,2018-07-12,18
1,2018-07-13,9
1,2018-07-17,80
1,2018-07-18,27
1,2018-07-19,42
1,2018-07-20,10
1,2018-07-23,102
1,2018-07-24,26
1,2018-07-25,45
1,2018-07-26,18
1,2018-07-27,20
1,2018-07-30,99
1,2018-07-31,21
1,2018-08-01,42
1,2018-08-02,17
1,2018-08-03,18
1,2018-08-06,105
1,2018-08-07,14
1,2018-08-08,31
1,2018-08-09,24
1,2018-08-10,7
1,2018-08-16,3
1,2018-08-17,6
1,2018-08-20,71
1,2018-08-21,21
1,2018-08-22,27
1,2018-08-23,14
1,2018-08-24,13
1,2018-08-27,54
1,2018-08-28,20
1,2018-08-29,16
1,2018-08-30,9
1,2018-08-31,7
1,2018-09-03,93
1,2018-09-04,26
1,2018-09-05,35
1,2018-09-06,22
1,2018-09-07,5
1,2018-09-10,92
1,2018-09-11,20
1,2018-09-12,37
1,2018-09-13,9
1,2018-09-14,22
1,2018-09-18,76
1,2018-09-19,27
1,2018-09-20,19
1,2018-09-21,22
1,2018-09-25,86
1,2018-09-26,25
1,2018-09-27,29
1,2018-09-28,10
1,2018-10-01,102
1,2018-10-02,17
1,2018-10-03,42
1,2018-10-04,17
1,2018-10-05,14
1,2018-10-09,99
1,2018-10-10,16
1,2018-10-11,20
1,2018-10-12,27
1,2018-10-15,106
1,2018-10-16,11
1,2018-10-17,39
1,2018-10-18,15
1,2018-10-19,8
1,2018-10-22,74
1,2018-10-23,10
1,2018-10-24,7
1,2018-10-25,11
1,2018-10-26,94
1,2018-10-29,84
1,2018-10-30,3
1,2018-10-31,12
1,2018-11-01,18
1,2018-11-02,15
1,2018-11-05,139
1,2018-11-06,16
1,2018-11-07,34
1,2018-11-08,7
1,2018-11-09,10
1,2018-11-12,88
1,2018-11-13,18
1,2018-11-14,35
1,2018-11-15,11
1,2018-11-16,16
1,2018-11-19,125
1,2018-11-20,26
1,2018-11-21,45
1,2018-11-22,26
1,2018-11-26,129
1,2018-11-27,15
1,2018-11-28,44
1,2018-11-29,20
1,2018-11-30,29
1,2018-12-03,144
1,2018-12-04,24
1,2018-12-05,41
1,2018-12-06,24
1,2018-12-07,18
1,2018-12-10,166
1,2018-12-11,38
1,2018-12-12,51
1,2018-12-13,24
1,2018-12-14,19
1,2018-12-15,18
1,2018-12-17,154
1,2018-12-18,17
1,2018-12-19,40
1,2018-12-20,8
1,2018-12-21,20
1,2018-12-24,89
1,2018-12-26,22
1,2018-12-27,6
1,2018-12-28,14
1,2019-01-07,73
1,2019-01-08,12
1,2019-01-09,31
1,2019-01-10,26
1,2019-01-11,5
1,2019-01-15,86
1,2019-01-16,21
1,2019-01-17,20
1,2019-01-18,19
1,2019-01-21,78
1,2019-01-22,14
1,2019-01-23,31
1,2019-01-24,10
1,2019-01-25,7
1,2019-01-28,61
1,2019-01-29,13
1,2019-01-30,20
1,2019-01-31,11
1,2019-02-01,17
1,2019-02-04,121
1,2019-02-05,21
1,2019-02-06,39
1,2019-02-07,21
1,2019-02-08,37
1,2019-02-12,63
1,2019-02-13,30
1,2019-02-14,30
1,2019-02-15,3
1,2019-02-18,87
1,2019-02-19,12
1,2019-02-20,30
1,2019-02-21,8
1,2019-02-22,25
1,2019-02-25,65
1,2019-02-26,12
1,2019-02-27,27
1,2019-02-28,13
1,2019-03-01,11
1,2019-03-04,111
1,2019-03-05,34
1,2019-03-06,35
1,2019-03-07,23
1,2019-03-08,14
1,2019-03-11,73
1,2019-03-12,24
1,2019-03-13,38
1,2019-03-14,15
1,2019-03-15,16
1,2019-03-18,75
1,2019-03-19,5
1,2019-03-20,16
1,2019-03-22,10
1,2019-03-25,57
1,2019-03-26,9
1,2019-03-27,18
1,2019-03-28,17
1,2019-03-29,13
1,2019-04-01,114
1,2019-04-02,15
1,2019-04-03,53
1,2019-04-04,16
1,2019-04-05,13
1,2019-04-08,105
1,2019-04-09,35
1,2019-04-10,53
1,2019-04-11,11
1,2019-04-12,11
1,2019-04-15,132
1,2019-04-16,13
1,2019-04-17,29
1,2019-04-18,14
1,2019-04-19,7
1,2019-04-22,133
1,2019-04-23,18
1,2019-04-24,31
1,2019-04-25,23
1,2019-04-26,6
1,2019-04-30,58
1,2019-05-07,13
1,2019-05-08,39
1,2019-05-09,26
1,2019-05-10,10
1,2019-05-13,136
1,2019-05-14,18
1,2019-05-15,38
1,2019-05-16,13
1,2019-05-17,10
1,2019-05-20,84
1,2019-05-21,36
1,2019-05-22,13
1,2019-05-23,27
1,2019-05-24,9
1,2019-05-27,75
1,2019-05-28,9
1,2019-05-29,23
1,2019-05-30,18
1,2019-05-31,9
1,2019-06-03,106
1,2019-06-04,19
1,2019-06-05,37
1,2019-06-06,36
1,2019-06-07,9
1,2019-06-10,90
1,2019-06-11,22
1,2019-06-12,33
1,2019-06-13,18
1,2019-06-14,6
1,2019-06-17,96
1,2019-06-18,27
1,2019-06-19,28
1,2019-06-20,9
1,2019-06-21,17
1,2019-06-24,84
1,2019-06-25,25
1,2019-06-26,29
1,2019-06-27,19
1,2019-06-28,18
1,2019-07-01,109
1,2019-07-02,18
1,2019-07-03,46
1,2019-07-04,8
1,2019-07-05,43
1,2019-07-08,133
1,2019-07-09,9
1,2019-07-10,27
1,2019-07-11,25
1,2019-07-12,10
1,2019-07-16,91
1,2019-07-17,22
1,2019-07-18,35
1,2019-07-19,8
1,2019-07-22,108
1,2019-07-23,17
1,2019-07-24,40
1,2019-07-25,11
1,2019-07-26,15
1,2019-07-29,87
1,2019-07-30,8
1,2019-07-31,37
1,2019-08-01,27
1,2019-08-02,20
1,2019-08-05,138
1,2019-08-06,22
1,2019-08-07,25
1,2019-08-08,19
1,2019-08-09,14
1,2019-08-13,20
1,2019-08-14,7
1,2019-08-15,6
1,2019-08-20,17
1,2019-08-21,38
1,2019-08-22,28
1,2019-08-23,25
1,2019-08-26,114
1,2019-08-27,35
1,2019-08-28,33
1,2019-08-29,16
1,2019-08-30,5
1,2019-09-02,105
1,2019-09-03,22
1,2019-09-04,38
1,2019-09-05,19
1,2019-09-06,8
1,2019-09-09,76
1,2019-09-10,15
1,2019-09-11,31
1,2019-09-12,12
1,2019-09-13,13
1,2019-09-17,89
1,2019-09-18,22
1,2019-09-19,18
1,2019-09-20,16
1,2019-09-24,84
1,2019-09-25,28
1,2019-09-26,29
1,2019-09-27,30
1,2019-09-30,76
1,2019-10-01,19
1,2019-10-02,37
1,2019-10-03,17
1,2019-10-04,16
1,2019-10-07,125
1,2019-10-08,22
1,2019-10-09,48
1,2019-10-10,20
1,2019-10-11,20
1,2019-10-15,118
1,2019-10-16,18
1,2019-10-17,34
1,2019-10-18,29
1,2019-10-21,109
1,2019-10-23,30
1,2019-10-24,16
1,2019-10-25,12
1,2019-10-28,82
1,2019-10-29,11
1,2019-10-30,22
1,2019-10-31,26
1,2019-11-01,125
1,2019-11-05,138
1,2019-11-06,30
1,2019-11-07,47
1,2019-11-08,18
1,2019-11-11,124
1,2019-11-12,33
1,2019-11-13,42
1,2019-11-14,23
1,2019-11-15,15
1,2019-11-18,144
1,2019-11-19,22
1,2019-11-20,42
1,2019-11-21,27
1,2019-11-22,17
1,2019-11-25,166
1,2019-11-26,22
1,2019-11-27,38
1,2019-11-28,21
1,2019-11-29,33
1,2019-12-02,171
1,2019-12-03,27
1,2019-12-04,67
1,2019-12-05,21
1,2019-12-06,26
1,2019-12-07,25
1,2019-12-09,196
1,2019-12-10,29
1,2019-12-11,70
1,2019-12-12,47
1,2019-12-13,27
1,2019-12-16,166
1,2019-12-17,40
1,2019-12-18,51
1,2019-12-19,26
1,2019-12-20,28
1,2019-12-23,153
1,2019-12-24,15
1,2019-12-25,12
1,2019-12-26,28
1,2019-12-27,14
1,2019-12-28,7
1,2020-01-06,28
1,2020-01-07,19
1,2020-01-08,46
1,2020-01-09,20
1,2020-01-10,9
1,2020-01-14,137
1,2020-01-15,27
1,2020-01-16,35
1,2020-01-17,21
1,2020-01-20,97
1,2020-01-21,6
1,2020-01-22,53
1,2020-01-23,17
1,2020-01-24,15
1,2020-01-27,134
1,2020-01-28,9
1,2020-01-29,38
1,2020-01-30,16
1,2020-01-31,12
1,2020-02-03,126
1,2020-02-04,29
1,2020-02-05,58
1,2020-02-06,12
1,2020-02-07,29
1,2020-02-10,93
1,2020-02-12,51
1,2020-02-13,27
1,2020-02-14,14
1,2020-02-17,124
1,2020-02-18,7
1,2020-02-19,27
1,2020-02-20,29
1,2020-02-21,25
1,2020-02-25,78
1,2020-02-26,29
1,2020-02-27,22
1,2020-02-28,11
1,2020-03-02,156
1,2020-03-03,30
1,2020-03-04,38
1,2020-03-05,20
1,2020-03-06,13
1,2020-03-09,106
1,2020-03-10,13
1,2020-03-11,39
1,2020-03-12,25
1,2020-03-13,27
1,2020-03-16,97
1,2020-03-17,12
1,2020-03-18,16
1,2020-03-19,11
1,2020-03-23,85
1,2020-03-24,20
1,2020-03-25,28
1,2020-03-26,9
1,2020-03-27,6
1,2020-03-30,107
1,2020-03-31,14
1,2020-04-01,45
1,2020-04-02,27
1,2020-04-03,18
1,2020-04-06,143
1,2020-04-07,32
1,2020-04-08,62
1,2020-04-09,31
1,2020-04-10,7
1,2020-04-13,128
1,2020-04-14,18
1,2020-04-15,40
1,2020-04-16,16
1,2020-04-17,16
1,2020-04-20,121
1,2020-04-21,14
1,2020-04-22,50
1,2020-04-23,7
1,2020-04-24,17
1,2020-04-27,82
1,2020-04-28,25
1,2020-04-30,4
1,2020-05-01,6
1,2020-05-02,11
1,2020-05-08,30
1,2020-05-11,126
1,2020-05-12,33
1,2020-05-13,39
1,2020-05-14,14
1,2020-05-15,9
1,2020-05-18,122
1,2020-05-19,22
1,2020-05-20,38
1,2020-05-21,17
1,2020-05-22,11
1,2020-05-25,153
1,2020-05-26,15
1,2020-05-27,35
1,2020-05-28,29
1,2020-05-29,14
1,2020-06-01,127
1,2020-06-02,21
1,2020-06-03,27
1,2020-06-04,13
1,2020-06-05,12
1,2020-06-08,124
1,2020-06-09,22
1,2020-06-10,28
1,2020-06-11,12
1,2020-06-12,4
1,2020-06-15,91
1,2020-06-16,22
1,2020-06-17,24
1,2020-06-18,7
1,2020-06-19,3
1,2020-06-22,110
1,2020-06-23,26
1,2020-06-24,28
1,2020-06-25,11
1,2020-06-26,20
1,2020-06-29,134
1,2020-06-30,11
1,2020-07-01,32
1,2020-07-02,26
1,2020-07-03,49
1,2020-07-06,161
1,2020-07-07,18
1,2020-07-08,24
1,2020-07-09,16
1,2020-07-10,22
1,2020-07-13,125
1,2020-07-14,19
1,2020-07-15,44
1,2020-07-16,21
1,2020-07-17,11
1,2020-07-20,152
1,2020-07-21,28
1,2020-07-22,43
1,2020-07-27,92
1,2020-07-28,15
1,2020-07-29,25
1,2020-07-30,25
1,2020-07-31,25
1,2020-08-03,139
1,2020-08-04,26
1,2020-08-05,36
1,2020-08-06,14
1,2020-08-07,15
1,2020-08-11,97
1,2020-08-12,20
1,2020-08-13,5
1,2020-08-18,30
1,2020-08-19,50
1,2020-08-20,28
1,2020-08-21,20
1,2020-08-24,144
1,2020-08-25,30
1,2020-08-26,40
1,2020-08-27,16
1,2020-08-28,15
1,2020-08-31,96
1,2020-09-01,17
1,2020-09-02,43
1,2020-09-03,21
1,2020-09-04,11
1,2020-09-07,135
1,2020-09-08,16
1,2020-09-09,21
1,2020-09-10,25
1,2020-09-11,19
1,2020-09-14,140
1,2020-09-15,21
1,2020-09-16,33
1,2020-09-17,27
1,2020-09-18,14
1,2020-09-23,56
1,2020-09-24,15
1,2020-09-25,18
1,2020-09-28,155
1,2020-09-29,20
1,2020-09-30,36
1,2020-10-01,16
1,2020-10-02,20
1,2020-10-05,119
1,2020-10-06,24
1,2020-10-07,57
1,2020-10-08,22
1,2020-10-09,7
1,2020-10-12,113
1,2020-10-13,34
1,2020-10-14,28
1,2020-10-15,33
1,2020-10-16,12
1,2020-10-19,156
1,2020-10-20,21
1,2020-10-21,39
1,2020-10-22,24
1,2020-10-23,6
1,2020-10-26,114
1,2020-10-27,27
1,2020-10-28,28
1,2020-10-29,25
1,2020-10-30,123
1,2020-11-02,124
1,2020-11-04,44
1,2020-11-05,32
1,2020-11-06,27
1,2020-11-09,169
1,2020-11-10,27
1,2020-11-11,51
1,2020-11-12,19
1,2020-11-13,24
1,2020-11-16,163
1,2020-11-17,30
1,2020-11-18,71
1,2020-11-19,19
1,2020-11-20,26
1,2020-11-24,164
1,2020-11-25,62
1,2020-11-26,40
1,2020-11-27,38
1,2020-11-28,34
1,2020-11-30,165
1,2020-12-01,42
1,2020-12-02,48
1,2020-12-03,25
1,2020-12-04,18
1,2020-12-07,182
1,2020-12-08,26
1,2020-12-09,44
1,2020-12-10,29
1,2020-12-11,19
1,2020-12-12,25
1,2020-12-14,189
1,2020-12-15,39
1,2020-12-16,46
1,2020-12-17,48
1,2020-12-18,24
1,2020-12-21,169
1,2020-12-22,22
1,2020-12-23,24
1,2020-12-24,32
1,2020-12-25,5
1,2020-12-28,74
1,2021-01-06,30
1,2021-01-07,31
1,2021-01-08,22
1,2021-01-12,144
1,2021-01-13,44
1,2021-01-14,26
1,2021-01-15,19
1,2021-01-18,117
1,2021-01-19,12
1,2021-01-20,36
1,2021-01-21,19
1,2021-01-22,23
1,2021-01-25,97
1,2021-01-26,30
1,2021-01-27,41
1,2021-01-28,12
1,2021-01-29,11
1,2021-02-01,132
1,2021-02-02,10
1,2021-02-03,52
1,2021-02-04,25
1,2021-02-05,34
1,2021-02-08,96
1,2021-02-09,35
1,2021-02-10,33
1,2021-02-12,23
1,2021-02-15,92
1,2021-02-16,16
1,2021-02-17,33
1,2021-02-18,33
1,2021-02-19,8
1,2021-02-22,107
1,2021-02-24,18
1,2021-02-25,23
1,2021-02-26,13
1,2021-03-01,134
1,2021-03-02,24
1,2021-03-03,18
1,2021-03-04,30
1,2021-03-05,10
1,2021-03-08,115
1,2021-03-09,19
1,2021-03-10,37
1,2021-03-11,11
1,2021-03-12,17
1,2021-03-15,95
1,2021-03-16,15
1,2021-03-17,32
1,2021-03-18,15
1,2021-03-19,12
1,2021-03-22,144
1,2021-03-23,19
1,2021-03-24,42
1,2021-03-25,13
1,2021-03-26,2
1,2021-03-29,126
1,2021-03-30,17
1,2021-03-31,21
1,2021-04-01,16
1,2021-04-02,11
1,2021-04-05,140
1,2021-04-06,31
1,2021-04-07,51
1,2021-04-08,23
1,2021-04-09,35
1,2021-04-12,146
1,2021-04-13,44
1,2021-04-14,53
1,2021-04-15,30
1,2021-04-16,13
1,2021-04-19,148
1,2021-04-20,11
1,2021-04-21,53
1,2021-04-22,28
1,2021-04-23,18
1,2021-04-26,132
1,2021-04-27,15
1,2021-04-28,21
1,2021-04-30,4
1,2021-05-01,14
1,2021-05-07,17
1,2021-05-10,141
1,2021-05-11,35
1,2021-05-12,51
1,2021-05-13,30
1,2021-05-14,15
1,2021-05-17,133
1,2021-05-18,23
1,2021-05-19,40
1,2021-05-20,33
1,2021-05-21,12
1,2021-05-24,122
1,2021-05-25,11
1,2021-05-26,31
1,2021-05-27,13
1,2021-05-28,8
1,2021-05-31,87
1,2021-06-01,25
1,2021-06-02,36
1,2021-06-03,18
1,2021-06-04,7
1,2021-06-07,108
1,2021-06-08,21
1,2021-06-09,20
1,2021-06-10,24
1,2021-06-11,12
1,2021-06-14,89
1,2021-06-15,26
1,2021-06-16,39
1,2021-06-17,19
1,2021-06-18,8
1,2021-06-21,118
1,2021-06-22,29
1,2021-06-23,29
1,2021-06-24,27
1,2021-06-25,15
1,2021-06-28,125
1,2021-06-29,32
1,2021-06-30,28
1,2021-07-01,13
1,2021-07-02,43
1,2021-07-05,148
1,2021-07-06,21
1,2021-07-07,32
1,2021-07-08,24
1,2021-07-09,19
1,2021-07-12,125
1,2021-07-13,25
1,2021-07-14,53
1,2021-07-15,30
1,2021-07-16,2
1,2021-07-19,152
1,2021-07-20,22
1,2021-07-21,27
1,2021-07-26,102
1,2021-07-27,13
1,2021-07-28,40
1,2021-07-29,31
1,2021-07-30,11
1,2021-08-02,112
1,2021-08-03,22
1,2021-08-04,49
1,2021-08-05,13
1,2021-08-06,19
1,2021-08-10,103
1,2021-08-11,27
1,2021-08-12,3
1,2021-08-17,28
1,2021-08-18,42
1,2021-08-19,37
1,2021-08-20,21
1,2021-08-23,113
1,2021-08-24,24
1,2021-08-25,25
1,2021-08-26,17
1,2021-08-27,10
1,2021-08-30,108
1,2021-08-31,18
1,2021-09-01,20
1,2021-09-02,27
1,2021-09-03,8
1,2021-09-06,117
1,2021-09-07,25
1,2021-09-08,30
1,2021-09-09,17
1,2021-09-10,11
1,2021-09-13,105
1,2021-09-14,26
1,2021-09-15,41
1,2021-09-16,14
1,2021-09-17,13
1,2021-09-21,69
1,2021-09-22,17
1,2021-09-24,24
1,2021-09-27,138
1,2021-09-28,28
1,2021-09-29,56
1,2021-09-30,24
1,2021-10-01,9
1,2021-10-04,95
1,2021-10-05,21
1,2021-10-06,38
1,2021-10-07,27
1,2021-10-08,15
1,2021-10-11,131
1,2021-10-12,20
1,2021-10-13,55
1,2021-10-14,25
1,2021-10-15,1
1,2021-10-18,144
1,2021-10-19,24
1,2021-10-20,31
1,2021-10-21,22
1,2021-10-22,15
1,2021-10-25,94
1,2021-10-26,8
1,2021-10-27,27
1,2021-10-28,29
1,2021-10-29,119
1,2021-11-01,90
1,2021-11-02,20
2,2017-03-01,24
2,2017-03-02,19
2,2017-03-03,23
2,2017-03-06,77
2,2017-03-07,20
2,2017-03-08,31
2,2017-03-09,28
2,2017-03-10,15
2,2017-03-13,32
2,2017-03-14,20
2,2017-03-15,25
2,2017-03-16,31
2,2017-03-17,26
2,2017-03-21,54
2,2017-03-22,25
2,2017-03-23,11
2,2017-03-24,17
2,2017-03-27,37
2,2017-03-28,18
2,2017-03-29,13
2,2017-03-30,18
2,2017-03-31,7
2,2017-04-03,84
2,2017-04-04,34
2,2017-04-05,41
2,2017-04-06,19
2,2017-04-07,17
2,2017-04-10,63
2,2017-04-11,33
2,2017-04-12,18
2,2017-04-13,32
2,2017-04-14,29
2,2017-04-17,55
2,2017-04-18,21
2,2017-04-19,43
2,2017-04-20,26
2,2017-04-21,16
2,2017-04-24,52
2,2017-04-25,24
2,2017-04-26,23
2,2017-04-27,13
2,2017-04-28,11
2,2017-05-01,19
2,2017-05-02,8
2,2017-05-08,11
2,2017-05-09,29
2,2017-05-10,35
2,2017-05-11,29
2,2017-05-12,12
2,2017-05-15,80
2,2017-05-16,26
2,2017-05-17,29
2,2017-05-18,20
2,2017-05-19,14
2,2017-05-22,46
2,2017-05-23,15
2,2017-05-24,47
2,2017-05-25,41
2,2017-05-26,7
2,2017-05-29,33
2,2017-05-30,23
2,2017-05-31,18
2,2017-06-01,8
2,2017-06-02,17
2,2017-06-05,50
2,2017-06-06,32
2,2017-06-07,26
2,2017-06-08,22
2,2017-06-09,11
2,2017-06-12,27
2,2017-06-13,18
2,2017-06-14,17
2,2017-06-15,31
2,2017-06-16,6
2,2017-06-19,44
2,2017-06-20,20
2,2017-06-21,31
2,2017-06-22,27
2,2017-06-23,14
2,2017-06-26,35
2,2017-06-27,28
2,2017-06-28,23
2,2017-06-29,9
2,2017-06-30,13
2,2017-07-03,66
2,2017-07-04,20
2,2017-07-05,34
2,2017-07-06,25
2,2017-07-07,22
2,2017-07-10,51
2,2017-07-11,35
2,2017-07-12,22
2,2017-07-13,18
2,2017-07-14,15
2,2017-07-18,70
2,2017-07-19,22
2,2017-07-20,36
2,2017-07-21,25
2,2017-07-24,45
2,2017-07-25,25
2,2017-07-26,31
2,2017-07-27,20
2,2017-07-28,26
2,2017-07-31,48
2,2017-08-01,24
2,2017-08-02,28
2,2017-08-03,22
2,2017-08-04,16
2,2017-08-07,69
2,2017-08-08,25
2,2017-08-09,24
2,2017-08-10,17
2,2017-08-11,1
2,2017-08-17,13
2,2017-08-18,17
2,2017-08-21,45
2,2017-08-22,25
2,2017-08-23,44
2,2017-08-24,26
2,2017-08-25,15
2,2017-08-28,40
2,2017-08-29,21
2,2017-08-30,18
2,2017-08-31,19
2,2017-09-01,8
2,2017-09-04,56
2,2017-09-05,23
2,2017-09-06,26
2,2017-09-07,24
2,2017-09-08,16
2,2017-09-11,52
2,2017-09-12,17
2,2017-09-13,31
2,2017-09-14,33
2,2017-09-15,20
2,2017-09-19,35
2,2017-09-20,30
2,2017-09-21,30
2,2017-09-22,11
2,2017-09-25,53
2,2017-09-26,19
2,2017-09-27,42
2,2017-09-28,20
