brand_id,price_date,price
1,2018-03-13,2819
1,2018-03-14,3030
1,2018-03-15,2820
1,2018-03-16,2944
1,2018-03-19,3206
1,2018-03-20,3004
1,2018-03-22,2723
1,2018-03-23,2836
1,2018-03-26,3435
1,2018-03-27,2956
1,2018-03-28,3087
1,2018-03-29,3007
1,2018-03-30,3008
1,2018-04-02,3145
1,2018-04-03,3060
1,2018-04-04,2956
1,2018-04-05,2973
1,2018-04-06,2856
1,2018-04-09,3466
1,2018-04-10,3003
1,2018-04-11,3129
1,2018-04-12,2792
1,2018-04-13,2787
1,2018-04-16,3218
1,2018-04-17,2948
1,2018-04-18,3130
1,2018-04-19,2830
1,2018-04-20,2997
1,2018-04-23,3214
1,2018-04-24,2582
1,2018-04-25,2873
1,2018-04-26,2914
1,2018-04-27,2920
1,2018-05-01,3324
1,2018-05-02,2926
1,2018-05-07,3094
1,2018-05-08,2866
1,2018-05-09,2954
1,2018-05-10,2880
1,2018-05-11,2751
1,2018-05-14,2980
1,2018-05-15,2804
1,2018-05-16,2913
1,2018-05-17,2852
1,2018-05-18,3178
1,2018-05-21,3152
1,2018-05-22,2781
1,2018-05-23,2776
1,2018-05-24,2810
1,2018-05-25,2728
1,2018-05-28,3113
1,2018-05-29,3001
1,2018-05-30,2825
1,2018-05-31,2808
1,2018-06-01,2910
1,2018-06-04,3187
1,2018-06-05,2771
1,2018-06-06,2984
1,2018-06-07,2922
1,2018-06-08,2981
1,2018-06-11,3250
1,2018-06-12,2953
1,2018-06-13,3009
1,2018-06-14,2880
1,2018-06-15,2821
1,2018-06-18,3203
1,2018-06-19,2889
1,2018-06-20,2907
1,2018-06-21,2879
1,2018-06-22,2917
1,2018-06-25,3346
1,2018-06-26,2883
1,2018-06-27,2999
1,2018-06-28,2953
1,2018-06-29,2839
1,2018-07-02,3341
1,2018-07-03,2792
1,2018-07-04,2924
1,2018-07-05,2691
1,2018-07-06,3027
1,2018-07-09,3275
1,2018-07-10,2871
1,2018-07-11,2914
1,2018-07-12,2834
1,2018-07-13,2870
1,2018-07-17,3274
1,2018-07-18,2928
1,2018-07-19,3204
1,2018-07-20,2926
1,2018-07-23,3320
1,2018-07-24,2898
1,2018-07-25,2816
1,2018-07-26,2903
1,2018-07-27,2747
1,2018-07-30,3187
1,2018-07-31,2976
1,2018-08-01,2938
1,2018-08-02,3028
1,2018-08-03,2732
1,2018-08-06,3150
1,2018-08-07,2628
1,2018-08-08,2709
1,2018-08-09,2744
1,2018-08-10,2633
1,2018-08-16,2843
1,2018-08-17,2830
1,2018-08-20,3235
1,2018-08-21,2938
1,2018-08-22,2916
1,2018-08-23,2963
1,2018-08-24,2973
1,2018-08-27,3416
1,2018-08-28,2814
1,2018-08-29,2860
1,2018-08-30,2837
1,2018-08-31,2928
1,2018-09-03,3142
1,2018-09-04,2937
1,2018-09-05,2933
1,2018-09-06,2801
1,2018-09-07,2755
1,2018-09-10,3222
1,2018-09-11,2940
1,2018-09-12,2969
1,2018-09-13,2846
1,2018-09-14,2870
1,2018-09-18,3297
1,2018-09-19,2795
1,2018-09-20,2862
1,2018-09-21,2833
1,2018-09-25,3491
1,2018-09-26,3023
1,2018-09-27,3126
1,2018-09-28,2778
1,2018-10-01,3331
1,2018-10-02,2823
1,2018-10-03,2899
1,2018-10-04,3021
1,2018-10-05,2722
1,2018-10-09,3385
1,2018-10-10,2995
1,2018-10-11,3083
1,2018-10-12,3034
1,2018-10-15,3231
1,2018-10-16,2823
1,2018-10-17,2846
1,2018-10-18,2806
1,2018-10-19,2944
1,2018-10-22,3532
1,2018-10-23,2782
1,2018-10-24,2810
1,2018-10-25,2939
1,2018-10-26,3547
1,2018-10-29,3557
1,2018-10-30,3012
1,2018-10-31,2902
1,2018-11-01,3008
1,2018-11-02,3008
1,2018-11-05,3414
1,2018-11-06,2818
1,2018-11-07,2990
1,2018-11-08,2954
1,2018-11-09,2748
1,2018-11-12,3882
1,2018-11-13,3051
1,2018-11-14,2861
1,2018-11-15,2751
1,2018-11-16,3039
1,2018-11-19,3961
1,2018-11-20,3155
1,2018-11-21,3102
1,2018-11-22,3022
1,2018-11-26,3692
1,2018-11-27,3061
1,2018-11-28,3029
1,2018-11-29,3015
1,2018-11-30,3091
1,2018-12-03,3699
1,2018-12-04,3045
1,2018-12-05,3061
1,2018-12-06,3087
1,2018-12-07,3050
1,2018-12-10,3734
1,2018-12-11,3076
1,2018-12-12,3371
1,2018-12-13,3060
1,2018-12-14,3124
1,2018-12-15,3012
1,2018-12-17,3797
1,2018-12-18,2952
1,2018-12-19,3056
1,2018-12-20,2855
1,2018-12-21,2791
1,2018-12-24,3498
1,2018-12-26,2812
1,2018-12-27,2714
1,2018-12-28,2731
1,2019-01-07,3264
1,2019-01-08,2896
1,2019-01-09,2920
1,2019-01-10,2895
1,2019-01-11,2762
1,2019-01-15,3131
1,2019-01-16,2846
1,2019-01-17,2869
1,2019-01-18,3158
1,2019-01-21,3203
1,2019-01-22,3046
1,2019-01-23,2960
1,2019-01-24,2890
1,2019-01-25,2820
1,2019-01-28,3233
1,2019-01-29,2895
1,2019-01-30,2886
1,2019-01-31,2785
1,2019-02-01,3023
1,2019-02-04,3187
1,2019-02-05,2818
1,2019-02-06,2976
1,2019-02-07,2814
1,2019-02-08,2763
1,2019-02-12,3345
1,2019-02-13,2802
1,2019-02-14,2868
1,2019-02-15,2832
1,2019-02-18,3234
1,2019-02-19,2767
1,2019-02-20,2883
1,2019-02-21,2856
1,2019-02-22,2833
1,2019-02-25,3409
1,2019-02-26,2913
1,2019-02-27,3012
1,2019-02-28,2859
1,2019-03-01,2862
1,2019-03-04,3224
1,2019-03-05,2836
1,2019-03-06,2820
1,2019-03-07,2808
1,2019-03-08,2861
1,2019-03-11,3216
1,2019-03-12,2800
1,2019-03-13,2870
1,2019-03-14,2727
1,2019-03-15,2714
1,2019-03-18,3325
1,2019-03-19,2854
1,2019-03-20,2859
1,2019-03-22,2885
1,2019-03-25,3338
1,2019-03-26,2899
1,2019-03-27,2848
1,2019-03-28,2848
1,2019-03-29,2813
1,2019-04-01,3185
1,2019-04-02,2908
1,2019-04-03,2944
1,2019-04-04,2737
1,2019-04-05,2709
1,2019-04-08,3267
1,2019-04-09,2887
1,2019-04-10,3089
1,2019-04-11,2765
1,2019-04-12,2777
1,2019-04-15,3243
1,2019-04-16,2755
1,2019-04-17,2838
1,2019-04-18,2804
1,2019-04-19,2636
1,2019-04-22,3201
1,2019-04-23,2793
1,2019-04-24,2779
1,2019-04-25,2746
1,2019-04-26,2736
1,2019-04-30,3176
1,2019-05-07,2806
1,2019-05-08,2861
1,2019-05-09,2792
1,2019-05-10,2688
1,2019-05-13,2989
1,2019-05-14,2875
1,2019-05-15,2710
1,2019-05-16,2900
1,2019-05-17,2746
1,2019-05-20,3082
1,2019-05-21,2733
1,2019-05-22,2731
1,2019-05-23,2807
1,2019-05-24,2586
1,2019-05-27,3215
1,2019-05-28,2849
1,2019-05-29,2888
1,2019-05-30,2781
1,2019-05-31,2816
1,2019-06-03,3089
1,2019-06-04,2699
1,2019-06-05,2849
1,2019-06-06,2874
1,2019-06-07,2845
1,2019-06-10,3107
1,2019-06-11,2870
1,2019-06-12,2899
1,2019-06-13,2766
1,2019-06-14,2611
1,2019-06-17,3130
1,2019-06-18,2841
1,2019-06-19,2836
1,2019-06-20,2671
1,2019-06-21,2907
1,2019-06-24,3216
1,2019-06-25,2720
1,2019-06-26,2756
1,2019-06-27,2749
1,2019-06-28,2663
1,2019-07-01,3034
1,2019-07-02,2723
1,2019-07-03,2727
1,2019-07-04,2519
1,2019-07-05,3057
1,2019-07-08,3086
1,2019-07-09,2780
1,2019-07-10,2840
1,2019-07-11,2705
1,2019-07-12,2782
1,2019-07-16,3153
1,2019-07-17,2855
1,2019-07-18,3007
1,2019-07-19,2783
1,2019-07-22,3076
1,2019-07-23,2740
1,2019-07-24,2904
1,2019-07-25,2786
1,2019-07-26,2770
1,2019-07-29,3121
1,2019-07-30,2602
1,2019-07-31,2861
1,2019-08-01,2961
1,2019-08-02,2703
1,2019-08-05,3049
1,2019-08-06,2735
1,2019-08-07,2679
1,2019-08-08,2580
1,2019-08-09,2566
1,2019-08-13,3287
1,2019-08-14,2843
1,2019-08-15,2935
1,2019-08-20,2834
1,2019-08-21,2760
1,2019-08-22,2646
1,2019-08-23,2753
1,2019-08-26,3122
1,2019-08-27,2775
1,2019-08-28,2785
1,2019-08-29,2854
1,2019-08-30,2855
1,2019-09-02,3092
1,2019-09-03,2753
1,2019-09-04,2763
1,2019-09-05,2645
1,2019-09-06,2824
1,2019-09-09,3135
1,2019-09-10,2743
1,2019-09-11,2813
1,2019-09-12,2811
1,2019-09-13,2762
1,2019-09-17,3198
1,2019-09-18,2888
1,2019-09-19,2835
1,2019-09-20,2840
1,2019-09-24,3181
1,2019-09-25,2790
1,2019-09-26,2821
1,2019-09-27,2959
1,2019-09-30,3040
1,2019-10-01,2750
1,2019-10-02,2872
1,2019-10-03,2883
1,2019-10-04,2759
1,2019-10-07,3053
1,2019-10-08,2666
1,2019-10-09,2940
1,2019-10-10,2667
1,2019-10-11,2642
1,2019-10-15,2930
1,2019-10-16,2710
1,2019-10-17,2888
1,2019-10-18,2723
1,2019-10-21,3021
1,2019-10-23,2660
1,2019-10-24,2648
1,2019-10-25,2694
1,2019-10-28,3029
1,2019-10-29,2656
1,2019-10-30,2790
1,2019-10-31,2719
1,2019-11-01,3269
1,2019-11-05,3085
1,2019-11-06,2680
1,2019-11-07,2830
1,2019-11-08,2693
1,2019-11-11,3374
1,2019-11-12,2811
1,2019-11-13,2800
1,2019-11-14,2769
1,2019-11-15,2967
1,2019-11-18,3156
1,2019-11-19,2858
1,2019-11-20,3002
1,2019-11-21,2819
1,2019-11-22,3051
1,2019-11-25,3550
1,2019-11-26,2776
1,2019-11-27,2870
1,2019-11-28,2804
1,2019-11-29,2907
1,2019-12-02,3324
1,2019-12-03,2897
1,2019-12-04,2942
1,2019-12-05,2947
1,2019-12-06,2951
1,2019-12-07,2851
1,2019-12-09,3439
1,2019-12-10,2797
1,2019-12-11,2985
1,2019-12-12,2854
1,2019-12-13,2740
1,2019-12-16,3578
1,2019-12-17,2818
1,2019-12-18,2950
1,2019-12-19,2807
1,2019-12-20,2772
1,2019-12-23,3143
1,2019-12-24,2911
1,2019-12-25,2676
1,2019-12-26,2645
1,2019-12-27,2329
1,2019-12-28,2606
1,2020-01-06,2840
1,2020-01-07,2809
1,2020-01-08,2849
1,2020-01-09,2555
1,2020-01-10,2756
1,2020-01-14,2980
1,2020-01-15,2737
1,2020-01-16,2785
1,2020-01-17,2817
1,2020-01-20,3005
1,2020-01-21,2614
1,2020-01-22,2819
1,2020-01-23,2782
1,2020-01-24,2605
1,2020-01-27,2917
1,2020-01-28,2792
1,2020-01-29,2827
1,2020-01-30,2764
1,2020-01-31,2900
1,2020-02-03,3019
1,2020-02-04,2747
1,2020-02-05,2806
1,2020-02-06,2589
1,2020-02-07,2481
1,2020-02-10,3072
1,2020-02-12,2530
1,2020-02-13,2585
1,2020-02-14,2640
1,2020-02-17,2834
1,2020-02-18,2658
1,2020-02-19,2792
1,2020-02-20,2562
1,2020-02-21,2711
1,2020-02-25,2962
1,2020-02-26,2487
1,2020-02-27,2698
1,2020-02-28,2727
1,2020-03-02,2792
1,2020-03-03,2487
1,2020-03-04,2464
1,2020-03-05,2485
1,2020-03-06,2235
1,2020-03-09,2603
1,2020-03-10,2236
1,2020-03-11,2439
1,2020-03-12,2179
1,2020-03-13,2145
1,2020-03-16,2503
1,2020-03-17,2322
1,2020-03-18,2264
1,2020-03-19,2284
1,2020-03-23,2731
1,2020-03-24,2279
1,2020-03-25,2817
1,2020-03-26,2539
1,2020-03-27,2717
1,2020-03-30,2940
1,2020-03-31,2823
1,2020-04-01,2532
1,2020-04-02,2454
1,2020-04-03,2502
1,2020-04-06,2667
1,2020-04-07,2226
1,2020-04-08,2206
1,2020-04-09,2004
1,2020-04-10,1867
1,2020-04-13,2244
1,2020-04-14,1963
1,2020-04-15,1986
1,2020-04-16,1773
1,2020-04-17,1898
1,2020-04-20,2422
1,2020-04-21,1956
1,2020-04-22,1961
1,2020-04-23,1791
1,2020-04-24,2165
1,2020-04-27,2655
1,2020-04-28,2329
1,2020-04-30,2466
1,2020-05-01,2335
1,2020-05-02,2791
1,2020-05-08,2588
1,2020-05-11,2742
1,2020-05-12,2395
1,2020-05-13,2393
1,2020-05-14,2215
1,2020-05-15,2204
1,2020-05-18,2555
1,2020-05-19,2441
1,2020-05-20,2437
1,2020-05-21,2281
1,2020-05-22,2382
1,2020-05-25,2621
1,2020-05-26,2233
1,2020-05-27,2228
1,2020-05-28,2239
1,2020-05-29,2398
1,2020-06-01,2639
1,2020-06-02,2380
1,2020-06-03,2331
1,2020-06-04,2470
1,2020-06-05,2347
1,2020-06-08,2550
1,2020-06-09,2217
1,2020-06-10,2316
1,2020-06-11,2207
1,2020-06-12,2054
1,2020-06-15,2740
1,2020-06-16,2352
1,2020-06-17,2251
1,2020-06-18,2354
1,2020-06-19,2579
1,2020-06-22,2757
1,2020-06-23,2593
1,2020-06-24,2543
1,2020-06-25,2515
1,2020-06-26,2344
1,2020-06-29,2664
1,2020-06-30,2618
1,2020-07-01,2372
1,2020-07-02,2428
1,2020-07-03,2744
1,2020-07-06,2549
1,2020-07-07,2361
1,2020-07-08,2434
1,2020-07-09,2511
1,2020-07-10,2461
1,2020-07-13,2650
1,2020-07-14,2514
1,2020-07-15,2543
1,2020-07-16,2436
1,2020-07-17,2461
1,2020-07-20,2600
1,2020-07-21,2396
1,2020-07-22,2372
1,2020-07-27,2609
1,2020-07-28,2285
1,2020-07-29,2579
1,2020-07-30,2452
1,2020-07-31,2726
1,2020-08-03,2713
1,2020-08-04,2535
1,2020-08-05,2692
1,2020-08-06,2450
1,2020-08-07,2365
1,2020-08-11,2707
1,2020-08-12,2479
1,2020-08-13,2409
1,2020-08-18,2621
1,2020-08-19,2566
1,2020-08-20,2565
1,2020-08-21,2593
1,2020-08-24,2632
1,2020-08-25,2435
1,2020-08-26,2378
1,2020-08-27,2433
1,2020-08-28,2513
1,2020-08-31,2666
1,2020-09-01,2542
1,2020-09-02,2548
1,2020-09-03,2385
1,2020-09-04,2478
1,2020-09-07,2660
1,2020-09-08,2532
1,2020-09-09,2575
1,2020-09-10,2470
1,2020-09-11,2586
1,2020-09-14,2614
1,2020-09-15,2344
1,2020-09-16,2517
1,2020-09-17,2446
1,2020-09-18,2326
1,2020-09-23,2821
1,2020-09-24,2534
1,2020-09-25,2667
1,2020-09-28,2732
1,2020-09-29,2630
1,2020-09-30,2745
1,2020-10-01,2620
1,2020-10-02,2563
1,2020-10-05,2879
1,2020-10-06,2729
1,2020-10-07,2842
1,2020-10-08,2588
1,2020-10-09,2593
1,2020-10-12,2859
1,2020-10-13,2781
1,2020-10-14,2667
1,2020-10-15,2661
1,2020-10-16,2643
1,2020-10-19,2882
1,2020-10-20,2735
1,2020-10-21,2672
1,2020-10-22,2711
1,2020-10-23,2601
1,2020-10-26,2945
1,2020-10-27,2880
1,2020-10-28,2737
1,2020-10-29,2688
1,2020-10-30,3136
1,2020-11-02,3115
1,2020-11-04,2847
1,2020-11-05,2855
1,2020-11-06,2675
1,2020-11-09,3230
1,2020-11-10,2957
1,2020-11-11,2723
1,2020-11-12,2704
1,2020-11-13,2802
1,2020-11-16,3153
1,2020-11-17,2948
1,2020-11-18,2918
1,2020-11-19,2697
1,2020-11-20,2801
1,2020-11-24,3316
1,2020-11-25,2970
1,2020-11-26,2928
1,2020-11-27,2864
1,2020-11-28,2872
1,2020-11-30,3293
1,2020-12-01,2881
1,2020-12-02,2925
1,2020-12-03,2821
1,2020-12-04,2977
1,2020-12-07,3239
1,2020-12-08,3143
1,2020-12-09,3108
1,2020-12-10,2916
1,2020-12-11,2947
1,2020-12-12,2962
1,2020-12-14,3433
1,2020-12-15,2976
1,2020-12-16,2980
1,2020-12-17,3005
1,2020-12-18,3067
1,2020-12-21,3268
1,2020-12-22,3198
1,2020-12-23,2979
1,2020-12-24,3216
1,2020-12-25,2793
1,2020-12-28,3072
1,2021-01-06,2871
1,2021-01-07,2819
1,2021-01-08,2732
1,2021-01-12,2866
1,2021-01-13,2616
1,2021-01-14,2782
1,2021-01-15,2741
1,2021-01-18,2876
1,2021-01-19,2656
1,2021-01-20,2636
1,2021-01-21,2532
1,2021-01-22,2729
1,2021-01-25,2839
1,2021-01-26,2711
1,2021-01-27,2755
1,2021-01-28,2604
1,2021-01-29,2571
1,2021-02-01,2925
1,2021-02-02,2727
1,2021-02-03,2749
1,2021-02-04,2653
1,2021-02-05,2677
1,2021-02-08,2884
1,2021-02-09,2645
1,2021-02-10,2760
1,2021-02-12,2681
1,2021-02-15,2961
1,2021-02-16,2693
1,2021-02-17,2703
1,2021-02-18,2702
1,2021-02-19,2922
1,2021-02-22,2992
1,2021-02-24,2789
1,2021-02-25,2941
1,2021-02-26,2810
1,2021-03-01,3055
1,2021-03-02,2772
1,2021-03-03,2865
1,2021-03-04,2832
1,2021-03-05,2758
1,2021-03-08,2963
1,2021-03-09,2738
1,2021-03-10,2980
1,2021-03-11,2839
1,2021-03-12,2712
1,2021-03-15,3037
1,2021-03-16,2728
1,2021-03-17,2756
1,2021-03-18,2802
1,2021-03-19,2734
1,2021-03-22,2945
1,2021-03-23,2817
1,2021-03-24,2898
1,2021-03-25,2832
1,2021-03-26,2755
1,2021-03-29,3094
1,2021-03-30,3040
1,2021-03-31,2917
1,2021-04-01,2950
1,2021-04-02,3076
1,2021-04-05,3078
1,2021-04-06,2930
1,2021-04-07,2951
1,2021-04-08,2886
1,2021-04-09,2807
1,2021-04-12,2976
1,2021-04-13,2825
1,2021-04-14,3077
1,2021-04-15,2711
1,2021-04-16,2802
1,2021-04-19,3028
1,2021-04-20,2694
1,2021-04-21,2726
1,2021-04-22,2846
1,2021-04-23,2744
1,2021-04-26,2934
1,2021-04-27,2711
1,2021-04-28,2733
1,2021-04-30,2715
1,2021-05-01,2841
1,2021-05-07,2838
1,2021-05-10,2916
1,2021-05-11,2775
1,2021-05-12,2813
1,2021-05-13,2625
1,2021-05-14,2622
1,2021-05-17,2889
1,2021-05-18,2754
1,2021-05-19,2689
1,2021-05-20,2566
1,2021-05-21,2670
1,2021-05-24,2904
1,2021-05-25,2531
1,2021-05-26,2619
1,2021-05-27,2739
1,2021-05-28,2636
1,2021-05-31,2968
1,2021-06-01,2620
1,2021-06-02,2704
1,2021-06-03,2758
1,2021-06-04,2825
1,2021-06-07,2959
1,2021-06-08,2898
1,2021-06-09,2826
1,2021-06-10,2668
1,2021-06-11,2807
1,2021-06-14,3044
1,2021-06-15,2724
1,2021-06-16,2663
1,2021-06-17,2627
1,2021-06-18,2631
1,2021-06-21,2936
1,2021-06-22,2661
1,2021-06-23,2541
1,2021-06-24,2610
1,2021-06-25,2538
1,2021-06-28,2916
1,2021-06-29,2617
1,2021-06-30,2711
1,2021-07-01,2651
1,2021-07-02,2957
1,2021-07-05,3008
1,2021-07-06,2682
1,2021-07-07,2617
1,2021-07-08,2611
1,2021-07-09,2646
1,2021-07-12,2847
1,2021-07-13,2609
1,2021-07-14,2731
1,2021-07-15,2582
1,2021-07-16,2690
1,2021-07-19,2905
1,2021-07-20,2704
1,2021-07-21,2588
1,2021-07-26,2767
1,2021-07-27,2645
1,2021-07-28,2789
1,2021-07-29,2740
1,2021-07-30,2591
1,2021-08-02,2900
1,2021-08-03,2768
1,2021-08-04,2593
1,2021-08-05,2584
1,2021-08-06,2554
1,2021-08-10,2765
1,2021-08-11,2591
1,2021-08-12,2598
1,2021-08-17,2711
1,2021-08-18,2578
1,2021-08-19,2708
1,2021-08-20,2614
1,2021-08-23,2864
1,2021-08-24,2589
1,2021-08-25,2562
1,2021-08-26,2652
1,2021-08-27,2452
1,2021-08-30,2755
1,2021-08-31,2415
1,2021-09-01,2645
1,2021-09-02,2674
1,2021-09-03,2663
1,2021-09-06,3009
1,2021-09-07,2653
1,2021-09-08,2741
1,2021-09-09,2599
1,2021-09-10,2646
1,2021-09-13,2885
1,2021-09-14,2629
1,2021-09-15,2602
1,2021-09-16,2791
1,2021-09-17,2631
1,2021-09-21,3008
1,2021-09-22,2705
1,2021-09-24,2760
1,2021-09-27,3032
1,2021-09-28,2696
1,2021-09-29,2792
1,2021-09-30,2784
1,2021-10-01,2763
1,2021-10-04,2988
1,2021-10-05,2676
1,2021-10-06,2764
1,2021-10-07,2690
1,2021-10-08,2670
1,2021-10-11,3170
1,2021-10-12,2562
1,2021-10-13,2785
1,2021-10-14,2638
1,2021-10-15,2725
1,2021-10-18,2922
1,2021-10-19,2745
1,2021-10-20,2529
1,2021-10-21,2657
1,2021-10-22,2737
1,2021-10-25,3128
1,2021-10-26,2790
1,2021-10-27,2733
1,2021-10-28,2677
1,2021-10-29,3184
1,2021-11-01,3240
1,2021-11-02,3000
2,2017-03-01,2563
2,2017-03-02,2554
2,2017-03-03,2557
2,2017-03-06,2492
2,2017-03-07,2452
2,2017-03-08,2581
2,2017-03-09,2374
2,2017-03-10,2515
2,2017-03-13,2703
2,2017-03-14,2419
2,2017-03-15,2467
2,2017-03-16,2498
2,2017-03-17,2404
2,2017-03-21,2628
2,2017-03-22,2520
2,2017-03-23,2561
2,2017-03-24,2541
2,2017-03-27,2762
2,2017-03-28,2584
2,2017-03-29,2657
2,2017-03-30,2622
2,2017-03-31,2796
2,2017-04-03,2723
2,2017-04-04,2620
2,2017-04-05,2675
2,2017-04-06,2714
2,2017-04-07,2545
2,2017-04-10,2749
2,2017-04-11,2584
2,2017-04-12,2699
2,2017-04-13,2619
2,2017-04-14,2603
2,2017-04-17,2831
2,2017-04-18,2604
2,2017-04-19,2529
2,2017-04-20,2617
